SrcIP,DstIP,SrcPort,DstPort,SNI,OrgName,JA3hash,JA4hash,AppName,Type,JA3Shash,JA4Shash,Filename,Version,JA4X1,Issuer1,Subject1,JA4X2,Issuer2,Subject2,JA4X3,Issuer3,Subject3
192.168.66.2,104.96.142.190,51160,443,cdn.registerdisney.go.com,Akamai International; BV; AIBV,499d1621e7f351516a1d0143d0f1f9eb,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51050,443,www.disneyplus.com,Akamai International; BV; AIBV,5ed5a1cf712dd428e89c7e3dca01185b,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51051,443,www.disneyplus.com,Akamai International; BV; AIBV,898fc041f432258c1bc30484d33c595e,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51056,443,www.disneyplus.com,Akamai International; BV; AIBV,d4d11c84690c4295796ba43de71dde95,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51350,443,www.disneyplus.com,Akamai International; BV; AIBV,656ee0ab39cf693d6b3af51c6418b41c,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51351,443,www.disneyplus.com,Akamai International; BV; AIBV,6d08e807118db86266e18a0540fc121f,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,104.96.156.111,51355,443,www.disneyplus.com,Akamai International; BV; AIBV,ac28a6c7b135a1d7908614ee29ead2d1,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.246.45,51072,443,xpaywalletcdn.azureedge.net,Microsoft Corporation; MSFT,74a704307cdeae92afb91c48d2048b8e,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.246.45,51205,443,edge-consumer-static.azureedge.net,Microsoft Corporation; MSFT,cf0a0fa0d3cc250c14d971b9c5c87d90,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.246.45,51425,443,edge-consumer-static.azureedge.net,Microsoft Corporation; MSFT,20a793fa0c4da177b23de87dc965a0cb,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.246.45,51482,443,edge-consumer-static.azureedge.net,Microsoft Corporation; MSFT,62bb5528a8483180d42817177875ba75,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.246.45,52261,443,edge-consumer-static.azureedge.net,Microsoft Corporation; MSFT,9e0e251661cd7a838dd51ae1eb6978ea,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.6.158,51152,443,business.bing.com,Microsoft Corporation; MSFT,56eab87c19459d2605afdbcc553bb690,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.6.158,51352,443,business.bing.com,Microsoft Corporation; MSFT,155b46684afec4c3915d6642ddcc6970,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.89.179.14,51518,443,functional.events.data.microsoft.com,Microsoft Corporation; MSFT,0cb8a42dd399c42526aa716c79954fa9,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,151.101.0.84,50969,443,pinterest.com,Fastly; Inc.; SKYCA-3,5d9194d0db31736cfd7f8d3a253aca4e,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,151.101.0.84,51706,443,pinterest.com,Fastly; Inc.; SKYCA-3,37cf42fad2acda698b00a9f779dfb82a,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,152.199.21.141,52058,443,abs.twimg.com,Edgecast Inc.; VZ,083b7b013a952171277ad97d7b659e31,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.16.16.168,51059,443,p11.techlab-cdn.com,Network Architecture Role Account; AKAMAI-PA (EU),8f00261a28ee2b24c2da29440c2c8a44,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.16.16.168,51069,443,p11.techlab-cdn.com,Network Architecture Role Account; AKAMAI-PA (EU),259382a79e8336625de5cdc2b87732ef,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.22.89.23,51353,443,bzib.nelreports.net,Network Architecture Role Account; AKAMAI-PA (EU),dc0fde904736a1659707434cc1adfffe,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.22.89.23,51705,443,bzib.nelreports.net,Network Architecture Role Account; AKAMAI-PA (EU),6472e24f5a554a202700d1db01a5db5c,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.22.89.33,51153,443,bzib.nelreports.net,Network Architecture Role Account; AKAMAI-PA (EU),c8329264bb458b4855535ae236645888,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.22.89.55,50965,443,bzib.nelreports.net,Network Architecture Role Account; AKAMAI-PA (EU),0deb597e1256784a8b8ae50bebef2331,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,20.189.173.4,51092,443,functional.events.data.microsoft.com,Microsoft Corporation; MSFT,fb52cfedecc9c62405cc17bde769c67d,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,20.189.173.8,51314,443,functional.events.data.microsoft.com,Microsoft Corporation; MSFT,ad0c65bf2a1b74ebdb1e1fb59c00a59f,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,20.189.173.9,50885,443,functional.events.data.microsoft.com,Microsoft Corporation; MSFT,48c73ec8a590646ca3c3340e7e62fc72,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,204.79.197.237,51206,443,c.bing.com,Microsoft Corporation; ECN-NETWORK,e3c2404d8eb553766d421cb5ade3cdc9,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure TLS Issuing CA 02; ON=Microsoft Corporation,CN=www.bing.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_c34b04c10969,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.237,51426,443,c.bing.com,Microsoft Corporation; ECN-NETWORK,beb9d1483f5570fa874de090d05005f1,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure TLS Issuing CA 02; ON=Microsoft Corporation,CN=www.bing.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_c34b04c10969,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.237,51483,443,c.bing.com,Microsoft Corporation; ECN-NETWORK,aaa0c398601b8610e920602496e4d9ed,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure TLS Issuing CA 02; ON=Microsoft Corporation,CN=www.bing.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_c34b04c10969,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.237,52262,443,c.bing.com,Microsoft Corporation; ECN-NETWORK,120148c6c987686127c352622da42ac1,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure TLS Issuing CA 02; ON=Microsoft Corporation,CN=www.bing.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_c34b04c10969,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51066,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,3e79a1bb58eebbeefcf4075013533ad4,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,204.79.197.239,51302,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,4d5538dfc19f0840835525775fa64f26,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51435,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,f68c19e31ee10819701f0c3196aba136,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51457,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,4a15555ad04ffd881117a0957869b654,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51516,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,ec81d912d6d79a7c6a7c0af72a5d5ed4,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51774,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,88e0849c41b0e38f928656b3659b47c3,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedge-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,3.124.173.63,51163,443,dcf.espn.com,A100 ROW GmbH; AMAZO-ZFRA,ea29a887903db85b70ecf28d865c3e31,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,3.233.158.31,51357,443,rum.browser-intake-datadoghq.com,Amazon Data Services NoVa; AMAZON-IAD,13d38cca5e4f80f510051521aa0367c7,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,3.233.158.33,51064,443,rum.browser-intake-datadoghq.com,Amazon Data Services NoVa; AMAZON-IAD,fc7a2a473794331adbdaf25a249dd724,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,52.84.150.45,51150,443,www.espn.com,Amazon Technologies Inc.; AT-88-Z,3536df131e5bea16c6727bda54995d8c,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,52.84.150.45,51151,443,www.espn.com,Amazon Technologies Inc.; AT-88-Z,e6b059afaf564dd966674a6b179f6e4b,t13d1517h2_8daaf6152771_b0da82dd1658,msedge,0,fcb2d4d0991292272fcb1e464eedfd43,t130300_1301_0ee26285a86f,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,52.87.150.80,51161,443,fan.api.espn.com,Amazon Technologies Inc.; AT-88-Z,30b5d2de80df755b370799679e03a326,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,bfc90d56141386ee83b56cda231cccfc,t1206h2_c02f_7c777c72cf5b,tests/ondra2/msedge-extracted.csv,0,14f85a9f494d_2bab15409345_7ca350afcc17,CN=(c) 2012 Entrust; Inc. - for authorized use only; ON=Entrust; Inc.,CN=The Walt Disney Company; ON=Burbank,14f85a9f494d_14f85a9f494d_21e8175eca15,CN=See www.entrust.net/legal-terms; ON=www.espn.com,CN=Entrust; Inc.; ON=(c) 2009 Entrust; Inc. - for authorized use only,14f85a9f494d_14f85a9f494d_6bf6e737b69b,CN=Entrust Certification Authority - L1K; ON=See www.entrust.net/legal-terms,CN=(c) 2009 Entrust; Inc. - for authorized use only; ON=Entrust; Inc.
192.168.66.2,65.9.95.10,51068,443,disney.api.edge.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,f03f7e88090e3f3ea8a9dc1e2ed6f6a1,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.10,51359,443,disney.api.edge.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,5129307f9c379925ec7132e097149907,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.20,51052,443,cnbl-cdn.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,042c45341d6caf56aed2144ef19339e8,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.20,51354,443,cnbl-cdn.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,71e95c8fe1b39efb322e8d7802f09bc6,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.22,51054,443,static-assets.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,8228834dc3bb6323cac1e27726d6e472,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.22,51058,443,static-assets.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,b27adf95b7028da7f1df5da319ecf8cc,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.32,51057,443,prod-static.disney-plus.net,Amazon.com; Inc.; AMAZO-CF,10bd0971154b78b4d8e4d5c7e83e4a76,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.69,51093,443,disney.connections.edge.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,131d4818d0d791827bb01f541db76c3e,t13d1515h1_8daaf6152771_0a20fe35d3a5,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.75,51358,443,static-assets.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,103a1d1bfbe96a60c149287a0d53668a,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.76,51067,443,bam-sdk-configs.bamgrid.com,Amazon.com; Inc.; AMAZO-CF,1a04ddd226abe3bb48d4de0141ac0b0e,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.97.166,51053,443,www.datadoghq-browser-agent.com,Amazon.com; Inc.; AMAZO-CF,ef147262d2cc5f45928e82316f9f22a2,t13d1516h2_8daaf6152771_02713d6af862,msedge,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51103,443,dns.google,Google LLC; GOGL,7d639307fca103fc3243baf8f658d770,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51104,443,dns.google,Google LLC; GOGL,b1e0bfc1cac13a5166e065904b0cb2b4,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51147,443,dns.google,Google LLC; GOGL,a72a4e258e407516030e6247235d84bd,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51148,443,dns.google,Google LLC; GOGL,e3a38eab9d12a05aff1cdb936d1cdb45,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51149,443,dns.google,Google LLC; GOGL,23548fa3d2a000e04e2d965617898367,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51175,443,dns.google,Google LLC; GOGL,dd4751261291513b48ec89b14eddca34,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51176,443,dns.google,Google LLC; GOGL,6da9f91e45175bbc23570a4f861813f8,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51177,443,dns.google,Google LLC; GOGL,e68407dd2d5d5156fe035a983043f007,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51370,443,dns.google,Google LLC; GOGL,910fd1291a450f2575dd73ab463a4ee0,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51372,443,dns.google,Google LLC; GOGL,3dd56cad3b08207f9353d0290a45b95a,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51461,443,dns.google,Google LLC; GOGL,df08997acff8951084fd51e37fb3cc0e,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51462,443,dns.google,Google LLC; GOGL,554b9444211034484a82d8bb391599fc,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51704,443,dns.google,Google LLC; GOGL,0c4a8615d071874bd34dd3ba2d3d4d10,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51778,443,dns.google,Google LLC; GOGL,1f4fd3717b534feac397bf06d204a169,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51780,443,dns.google,Google LLC; GOGL,bdcda8a3d10bd42eca60714dbbf5f4c2,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51091,443,dns.google,Google LLC; GOGL,12171a0d2c18042dff1e28297a4ad784,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
